course code,course title,credit,practical,lecture
MA3354,Discrete Mathematics,5.0,0,5
CS3351,Digital Principles and Computer Organization,4.0,2,4
CS3352,Foundations of Data Science,5.0,4,4
CS3301,Data Structures,4.5,3,4
CS3391,Object Oriented Programming,4.5,3,4
GE3361,Professional Development,1.0,2,0
