course code,course title,credit,practical,lecture
MA3354,Discrete Mathematics,5,0,3
CS3351,Digital Principles and Computer Organization,4,2,3
CS3352,Foundations of Data Science,5,4,3
CS3301,Data Structures,4.5,3,3
CS3391,Object Oriented Programming,4.5,3,3
GE3361,Professional Development,1,2,0
