course code,course title,credit,practical,lecture
CS3452,Theory of Computation,3.0,0,5
CS3491,Artificial Intelligence and Machine Learning,4.0,2,4
CS3492,Database Management Systems,4.5,3,5
CS3401,Algorithms,4.0,2,4
CS3451,Introduction to Operating Systems,4.5,3,4
GE3451,Environmental Sciences and Sustainability,2.0,0,3
