course code,course title,credit,practical,lecture
CS3591,Computer Networks,4,2,5
CS3501,Compiler Design,4,2,5
CB3491,Cryptography and Cyber Security,3,0,4
CS3551,Distributed Computing,3,0,4
CCS335,Cloud Computing,3,2,3
CCS371,Video Creation and Editing,3,2,3
MX3084,Disaster Risk Reduction and Management,0,0,3
