course code,course title,credit,practical,lecture
CS3452,Theory of Computation,3,0,3
CS3491,Artificial Intelligence and Machine Learning,4,2,3
CS3492,Database Management Systems,4.5,3,3
CS3401,Algorithms,4,2,3
CS3451,Introduction to Operating Systems,4.5,3,3
GE3451,Environmental Sciences and Sustainability,2,0,2
